filename,label,target,probs
glide_text2img_annot000000041090.png,0,glide,"tensor([[9.9981e-01, 3.6909e-05, 1.6161e-05, 2.2493e-07, 2.6425e-06, 1.3201e-04,
         5.9955e-07]])"
glide_text2img_annot000000040418.png,0,glide,"tensor([[9.9980e-01, 1.0026e-04, 5.0136e-05, 2.1803e-07, 1.0054e-05, 3.7686e-05,
         5.8277e-07]])"
glide_text2img_annot000000039865.png,0,glide,"tensor([[9.9951e-01, 4.3055e-04, 1.0427e-05, 1.3239e-07, 1.7526e-06, 4.6702e-05,
         1.4263e-07]])"
glide_text2img_annot000000037711.png,0,glide,"tensor([[9.9847e-01, 1.2422e-03, 3.3895e-05, 6.3994e-07, 5.2440e-06, 2.4281e-04,
         1.7891e-06]])"
glide_text2img_annot000000118664.png,0,glide,"tensor([[9.9792e-01, 3.6150e-04, 9.5388e-06, 9.0868e-07, 3.2936e-06, 1.6984e-03,
         2.1552e-06]])"
glide_text2img_annot000000137072.png,0,glide,"tensor([[9.9992e-01, 3.1734e-05, 2.1332e-05, 9.4542e-08, 6.7098e-06, 2.3073e-05,
         2.4863e-07]])"
glide_text2img_annot000000076008.png,0,glide,"tensor([[9.9988e-01, 8.5490e-06, 8.8743e-05, 1.8347e-07, 4.3327e-06, 1.5442e-05,
         4.6930e-07]])"
glide_text2img_annot000000134740.png,0,glide,"tensor([[9.9842e-01, 7.7481e-04, 4.3933e-06, 1.8806e-06, 2.0540e-05, 7.7562e-04,
         1.9321e-06]])"
glide_text2img_annot000000033179.png,0,glide,"tensor([[9.9999e-01, 2.6952e-06, 6.2833e-06, 9.2027e-09, 4.3432e-07, 4.2726e-06,
         2.8022e-08]])"
glide_text2img_annot000000123715.png,0,glide,"tensor([[9.9526e-01, 3.3988e-03, 3.6351e-05, 4.2655e-06, 5.9428e-05, 1.2351e-03,
         8.4798e-06]])"
glide_text2img_annot000000133796.png,0,glide,"tensor([[9.9921e-01, 4.4719e-04, 5.5409e-05, 1.8721e-06, 1.2949e-04, 1.5179e-04,
         1.6662e-06]])"
glide_text2img_annot000000106335.png,0,glide,"tensor([[9.9998e-01, 3.9424e-06, 3.8207e-06, 7.9043e-08, 1.7470e-06, 1.2450e-05,
         1.4084e-07]])"
glide_text2img_annot000000120953.png,0,glide,"tensor([[9.9995e-01, 1.4793e-05, 9.3529e-06, 1.5363e-07, 3.2166e-06, 2.2813e-05,
         2.1390e-07]])"
glide_text2img_annot000000132516.png,0,glide,"tensor([[9.9828e-01, 4.2612e-04, 8.0586e-05, 2.9807e-06, 6.6721e-05, 1.1312e-03,
         7.4019e-06]])"
glide_text2img_annot000000047189.png,0,glide,"tensor([[9.9999e-01, 3.8889e-06, 3.8657e-06, 1.6530e-08, 6.3566e-07, 4.8461e-06,
         3.1437e-08]])"
glide_text2img_annot000000047070.png,0,glide,"tensor([[9.9767e-01, 4.4164e-04, 8.8450e-04, 1.1099e-05, 1.3233e-04, 8.5406e-04,
         1.1014e-05]])"
glide_text2img_annot000000135604.png,0,glide,"tensor([[9.9894e-01, 7.8277e-05, 7.1384e-04, 2.1275e-06, 2.3922e-05, 2.3750e-04,
         4.7668e-06]])"
glide_text2img_annot000000039673.png,0,glide,"tensor([[9.7664e-01, 1.3756e-03, 1.7096e-02, 5.8245e-05, 1.0575e-03, 3.7158e-03,
         5.5660e-05]])"
glide_text2img_annot000000081846.png,0,glide,"tensor([[1.0000e+00, 3.0899e-07, 1.4037e-06, 8.2505e-09, 1.7074e-07, 7.1949e-07,
         1.8467e-08]])"
glide_text2img_annot000000051410.png,0,glide,"tensor([[9.9963e-01, 1.0242e-04, 5.9196e-05, 5.1492e-07, 3.9950e-06, 2.0528e-04,
         1.6993e-06]])"
glide_text2img_annot000000051092.png,0,glide,"tensor([[9.9919e-01, 5.9943e-05, 2.0455e-04, 1.9687e-06, 2.0238e-05, 5.1310e-04,
         9.2217e-06]])"
glide_text2img_annot000000067850.png,0,glide,"tensor([[9.9999e-01, 2.8152e-06, 4.4825e-06, 4.7925e-09, 2.9371e-07, 1.3787e-06,
         1.9513e-08]])"
glide_text2img_annot000000044460.png,0,glide,"tensor([[9.9996e-01, 3.0105e-06, 1.5772e-05, 1.2339e-07, 5.1878e-06, 1.1927e-05,
         1.7425e-07]])"
glide_text2img_annot000000128551.png,0,glide,"tensor([[9.7785e-01, 2.8897e-03, 1.4082e-02, 1.4531e-04, 4.1729e-04, 4.4064e-03,
         2.1050e-04]])"
glide_text2img_annot000000051107.png,0,glide,"tensor([[9.9393e-01, 4.9787e-04, 3.5299e-03, 1.4056e-05, 7.7844e-05, 1.9256e-03,
         2.5902e-05]])"
glide_text2img_annot000000114916.png,0,glide,"tensor([[9.9841e-01, 5.4704e-04, 1.0795e-04, 1.3814e-05, 7.3504e-04, 1.6987e-04,
         1.6795e-05]])"
glide_text2img_annot000000086836.png,0,glide,"tensor([[9.9997e-01, 1.5487e-05, 1.8284e-06, 7.8348e-08, 5.8419e-06, 1.1102e-05,
         8.4259e-08]])"
glide_text2img_annot000000048173.png,0,glide,"tensor([[9.9997e-01, 1.1600e-05, 2.9794e-06, 2.1488e-08, 3.5765e-07, 1.1901e-05,
         9.5430e-08]])"
glide_text2img_annot000000095958.png,0,glide,"tensor([[9.9982e-01, 5.4818e-05, 1.2849e-05, 3.1419e-07, 3.8612e-06, 1.1099e-04,
         1.4758e-06]])"
glide_text2img_annot000000074844.png,0,glide,"tensor([[9.9997e-01, 4.8252e-06, 9.4979e-06, 8.7975e-08, 1.2974e-06, 1.6790e-05,
         3.9279e-07]])"
glide_text2img_annot000000100388.png,0,glide,"tensor([[9.9822e-01, 2.1812e-04, 1.0285e-04, 4.0553e-06, 1.3525e-03, 9.9149e-05,
         3.7786e-06]])"
glide_text2img_annot000000119545.png,0,glide,"tensor([[9.9998e-01, 8.5555e-06, 4.5523e-07, 8.5053e-09, 4.0835e-07, 6.7630e-06,
         3.4203e-08]])"
glide_text2img_annot000000094092.png,0,glide,"tensor([[9.9998e-01, 4.9751e-06, 4.1896e-06, 8.2568e-08, 1.7394e-06, 9.3124e-06,
         1.5072e-07]])"
glide_text2img_annot000000036955.png,0,glide,"tensor([[9.9914e-01, 2.4041e-04, 2.4504e-05, 1.2216e-06, 5.1926e-06, 5.8327e-04,
         8.9547e-06]])"
glide_text2img_annot000000122320.png,0,glide,"tensor([[9.9995e-01, 9.8530e-06, 1.3980e-05, 2.0139e-07, 8.5063e-06, 1.8370e-05,
         2.6602e-07]])"
glide_text2img_annot000000029873.png,0,glide,"tensor([[9.9834e-01, 5.5166e-04, 8.2816e-04, 4.6886e-06, 1.8140e-05, 2.4724e-04,
         6.1594e-06]])"
glide_text2img_annot000000056069.png,0,glide,"tensor([[9.9999e-01, 1.5393e-06, 1.4622e-06, 4.4258e-08, 1.5252e-06, 6.7409e-06,
         6.8250e-08]])"
glide_text2img_annot000000048563.png,0,glide,"tensor([[9.9991e-01, 2.2167e-05, 4.1569e-05, 1.4975e-07, 4.9933e-06, 1.7958e-05,
         3.4419e-07]])"
glide_text2img_annot000000128962.png,0,glide,"tensor([[9.9986e-01, 7.1793e-06, 1.2801e-04, 3.5726e-08, 1.1425e-06, 7.0873e-06,
         1.8949e-07]])"
glide_text2img_annot000000047624.png,0,glide,"tensor([[9.9300e-01, 5.9691e-04, 4.0668e-05, 1.0446e-05, 5.9913e-03, 3.5046e-04,
         7.1448e-06]])"
glide_text2img_annot000000062609.png,0,glide,"tensor([[9.9345e-01, 5.3105e-03, 1.6906e-04, 5.9510e-06, 8.1505e-05, 9.7235e-04,
         9.6691e-06]])"
glide_text2img_annot000000056679.png,0,glide,"tensor([[9.9424e-01, 3.6478e-03, 3.6344e-04, 7.6992e-06, 6.3213e-05, 1.6659e-03,
         7.3757e-06]])"
glide_text2img_annot000000030963.png,0,glide,"tensor([[7.9992e-01, 1.4495e-04, 1.0371e-02, 8.8851e-05, 1.8574e-01, 3.5138e-03,
         2.2672e-04]])"
glide_text2img_annot000000036246.png,0,glide,"tensor([[9.9536e-01, 2.1136e-03, 1.8652e-03, 9.0549e-06, 1.0379e-04, 5.2033e-04,
         2.3977e-05]])"
glide_text2img_annot000000045683.png,0,glide,"tensor([[9.8513e-01, 6.9923e-03, 5.7277e-03, 3.6135e-05, 2.7450e-04, 1.7816e-03,
         5.4460e-05]])"
glide_text2img_annot000000064518.png,0,glide,"tensor([[9.8334e-01, 1.0579e-02, 1.0469e-03, 4.2098e-05, 1.4446e-04, 4.7938e-03,
         5.8734e-05]])"
glide_text2img_annot000000091545.png,0,glide,"tensor([[9.9995e-01, 9.4144e-06, 7.5195e-06, 2.3618e-07, 3.4432e-06, 3.2180e-05,
         4.5586e-07]])"
glide_text2img_annot000000131266.png,0,glide,"tensor([[9.9948e-01, 2.2628e-04, 1.2494e-04, 1.3408e-06, 2.7251e-05, 1.4136e-04,
         1.8938e-06]])"
glide_text2img_annot000000065379.png,0,glide,"tensor([[1.0000e+00, 4.0418e-07, 3.3264e-08, 7.5152e-10, 2.9029e-07, 1.9311e-06,
         1.9179e-09]])"
glide_text2img_annot000000046519.png,0,glide,"tensor([[9.9991e-01, 1.7927e-05, 4.7247e-05, 2.0486e-07, 9.8291e-06, 1.9295e-05,
         2.2195e-07]])"
glide_text2img_annot000000066086.png,0,glide,"tensor([[9.9948e-01, 3.7903e-05, 1.8428e-05, 2.6646e-07, 4.4753e-06, 4.6013e-04,
         7.7072e-07]])"
glide_text2img_annot000000105127.png,0,glide,"tensor([[9.9997e-01, 3.1001e-05, 5.7698e-07, 3.1409e-09, 6.9396e-08, 3.0855e-06,
         1.3040e-08]])"
glide_text2img_annot000000128989.png,0,glide,"tensor([[9.9981e-01, 1.1786e-04, 2.1912e-05, 4.8903e-07, 7.4285e-06, 3.9682e-05,
         9.6076e-07]])"
glide_text2img_annot000000044042.png,0,glide,"tensor([[9.9902e-01, 3.3173e-05, 9.0129e-04, 7.4711e-07, 2.0443e-05, 2.5403e-05,
         1.2997e-06]])"
glide_text2img_annot000000074684.png,0,glide,"tensor([[9.9748e-01, 1.8419e-03, 2.9554e-04, 6.5072e-06, 3.6641e-05, 3.2126e-04,
         1.4525e-05]])"
glide_text2img_annot000000027858.png,0,glide,"tensor([[9.8461e-01, 9.6737e-03, 2.4255e-04, 2.7127e-05, 9.3064e-05, 5.3049e-03,
         4.9048e-05]])"
glide_text2img_annot000000071760.png,0,glide,"tensor([[9.9996e-01, 8.9408e-06, 9.9586e-06, 2.5910e-07, 6.3019e-06, 1.2530e-05,
         4.7385e-07]])"
glide_text2img_annot000000082543.png,0,glide,"tensor([[9.9981e-01, 9.2117e-05, 1.1833e-05, 1.0154e-07, 4.0301e-06, 8.4415e-05,
         4.3860e-07]])"
glide_text2img_annot000000128229.png,0,glide,"tensor([[9.9997e-01, 5.7990e-06, 1.5077e-05, 2.6015e-08, 1.6987e-06, 6.3392e-06,
         4.9644e-08]])"
glide_text2img_annot000000118379.png,0,glide,"tensor([[9.9471e-01, 1.3613e-03, 2.4029e-03, 5.2411e-05, 2.3127e-04, 1.2000e-03,
         3.7529e-05]])"
glide_text2img_annot000000134545.png,0,glide,"tensor([[9.9987e-01, 1.7315e-05, 5.1856e-05, 4.1849e-07, 2.3170e-06, 5.3013e-05,
         1.6124e-06]])"
glide_text2img_annot000000048897.png,0,glide,"tensor([[9.9928e-01, 9.7581e-05, 2.2564e-04, 2.7126e-06, 4.2642e-05, 3.3596e-04,
         1.1048e-05]])"
glide_text2img_annot000000126941.png,0,glide,"tensor([[9.9961e-01, 7.2004e-05, 1.1365e-04, 2.0610e-06, 1.2228e-05, 1.8291e-04,
         3.8162e-06]])"
glide_text2img_annot000000116098.png,0,glide,"tensor([[9.9085e-01, 6.9542e-03, 5.1836e-04, 7.2673e-06, 3.1258e-05, 1.6301e-03,
         1.0683e-05]])"
glide_text2img_annot000000098751.png,0,glide,"tensor([[9.9515e-01, 3.1797e-03, 2.1408e-04, 9.7314e-06, 6.7001e-05, 1.3624e-03,
         1.6296e-05]])"
glide_text2img_annot000000107786.png,0,glide,"tensor([[9.9969e-01, 3.1066e-05, 2.2454e-04, 7.3346e-07, 3.3617e-06, 5.3455e-05,
         8.3453e-07]])"
glide_text2img_annot000000079058.png,0,glide,"tensor([[9.9913e-01, 6.6202e-04, 3.3227e-05, 7.8496e-07, 2.8115e-05, 1.4143e-04,
         3.2848e-06]])"
glide_text2img_annot000000077639.png,0,glide,"tensor([[9.8782e-01, 7.1938e-04, 9.2865e-03, 3.3758e-05, 1.0397e-03, 1.0353e-03,
         6.8077e-05]])"
glide_text2img_annot000000120232.png,0,glide,"tensor([[9.9998e-01, 7.5839e-06, 8.5106e-06, 2.2438e-08, 4.7841e-07, 4.2868e-06,
         4.0904e-08]])"
glide_text2img_annot000000037674.png,0,glide,"tensor([[9.9965e-01, 1.2115e-04, 8.0463e-06, 2.4059e-07, 7.0999e-06, 2.1029e-04,
         1.3108e-06]])"
glide_text2img_annot000000129200.png,0,glide,"tensor([[1.0000e+00, 5.2353e-07, 1.3250e-06, 3.3868e-09, 1.6608e-07, 1.1068e-06,
         1.0928e-08]])"
glide_text2img_annot000000116699.png,0,glide,"tensor([[9.7874e-01, 3.6494e-03, 1.0281e-02, 1.5155e-04, 4.0568e-04, 6.2536e-03,
         5.1461e-04]])"
glide_text2img_annot000000090885.png,0,glide,"tensor([[9.9994e-01, 5.9863e-06, 3.0165e-06, 1.9846e-07, 3.1947e-06, 4.6258e-05,
         3.8239e-07]])"
glide_text2img_annot000000091606.png,2,glide,"tensor([[0.2162, 0.2032, 0.5193, 0.0017, 0.0049, 0.0533, 0.0014]])"
glide_text2img_annot000000054064.png,0,glide,"tensor([[9.9794e-01, 1.0156e-03, 4.9107e-04, 2.4811e-05, 1.6589e-04, 3.4979e-04,
         1.0195e-05]])"
glide_text2img_annot000000124538.png,0,glide,"tensor([[9.6964e-01, 8.5278e-04, 2.0589e-02, 3.5042e-04, 7.3982e-04, 7.4934e-03,
         3.3115e-04]])"
glide_text2img_annot000000101562.png,0,glide,"tensor([[9.9929e-01, 1.5998e-04, 2.2397e-04, 2.9761e-07, 1.1089e-05, 3.0820e-04,
         1.5163e-06]])"
glide_text2img_annot000000041983.png,0,glide,"tensor([[9.9999e-01, 3.3756e-06, 3.7236e-06, 1.9517e-08, 3.6172e-07, 6.0952e-06,
         7.4819e-08]])"
glide_text2img_annot000000096506.png,0,glide,"tensor([[9.9984e-01, 8.4849e-05, 4.2233e-06, 1.0215e-07, 2.6169e-06, 6.7823e-05,
         3.2997e-07]])"
glide_text2img_annot000000132945.png,0,glide,"tensor([[9.9994e-01, 2.0082e-05, 3.1579e-05, 7.0588e-08, 1.1537e-06, 1.1808e-05,
         2.1044e-07]])"
glide_text2img_annot000000035022.png,0,glide,"tensor([[9.9819e-01, 2.0325e-04, 5.9930e-04, 4.5599e-06, 3.0422e-05, 9.3842e-04,
         3.8013e-05]])"
glide_text2img_annot000000047425.png,0,glide,"tensor([[9.9907e-01, 1.9191e-04, 2.0470e-04, 3.5366e-06, 1.8204e-05, 4.9202e-04,
         1.9943e-05]])"
glide_text2img_annot000000101900.png,0,glide,"tensor([[9.9743e-01, 8.8799e-05, 1.6013e-03, 7.5113e-06, 4.2465e-05, 7.5397e-04,
         7.4869e-05]])"
glide_text2img_annot000000057225.png,0,glide,"tensor([[9.9963e-01, 6.8590e-05, 1.4014e-04, 4.0213e-07, 8.8493e-06, 1.5148e-04,
         7.8999e-07]])"
glide_text2img_annot000000128540.png,0,glide,"tensor([[9.9995e-01, 1.6071e-05, 4.3052e-06, 2.8818e-08, 2.2240e-07, 2.9090e-05,
         6.1813e-08]])"
glide_text2img_annot000000057326.png,0,glide,"tensor([[9.9989e-01, 8.0413e-05, 5.1215e-06, 7.5174e-08, 7.9203e-06, 1.4856e-05,
         1.9961e-07]])"
glide_text2img_annot000000102255.png,0,glide,"tensor([[9.9399e-01, 8.2275e-05, 3.0328e-04, 3.0691e-05, 5.3191e-03, 2.6258e-04,
         1.4611e-05]])"
glide_text2img_annot000000076368.png,0,glide,"tensor([[9.5581e-01, 1.9984e-02, 8.7530e-04, 1.4974e-04, 4.1346e-04, 2.2612e-02,
         1.5577e-04]])"
glide_text2img_annot000000039476.png,0,glide,"tensor([[9.9995e-01, 2.8498e-05, 8.0415e-07, 5.8157e-08, 3.9393e-06, 2.1048e-05,
         2.5572e-07]])"
glide_text2img_annot000000046627.png,0,glide,"tensor([[1.0000e+00, 5.0055e-07, 8.0891e-08, 1.4208e-09, 9.5072e-08, 1.1307e-06,
         5.7608e-09]])"
glide_text2img_annot000000063766.png,0,glide,"tensor([[9.9997e-01, 2.2046e-06, 3.3491e-06, 1.0108e-07, 2.0348e-05, 4.4226e-06,
         1.7204e-07]])"
glide_text2img_annot000000090297.png,0,glide,"tensor([[9.8417e-01, 1.3846e-02, 1.4779e-04, 1.0397e-05, 3.1532e-05, 1.7649e-03,
         2.5134e-05]])"
glide_text2img_annot000000093967.png,0,glide,"tensor([[9.9997e-01, 1.0724e-05, 5.9970e-06, 5.6030e-08, 3.7660e-06, 6.7062e-06,
         9.7663e-08]])"
glide_text2img_annot000000111084.png,0,glide,"tensor([[9.9985e-01, 3.2110e-05, 5.1187e-05, 2.4951e-07, 4.3570e-06, 6.5276e-05,
         6.7823e-07]])"
glide_text2img_annot000000082359.png,0,glide,"tensor([[9.9998e-01, 2.9265e-06, 8.4671e-06, 3.7399e-08, 8.4442e-07, 4.5744e-06,
         1.6330e-07]])"
glide_text2img_annot000000086781.png,0,glide,"tensor([[9.9961e-01, 2.9761e-04, 1.6500e-05, 4.5852e-07, 2.1459e-06, 6.9023e-05,
         7.3879e-07]])"
glide_text2img_annot000000100154.png,0,glide,"tensor([[9.9999e-01, 1.9127e-06, 3.4814e-06, 2.3927e-09, 2.5232e-07, 1.4662e-06,
         1.1319e-08]])"
glide_text2img_annot000000069882.png,0,glide,"tensor([[9.9841e-01, 9.6501e-05, 1.2575e-03, 2.6508e-06, 5.2370e-05, 1.7800e-04,
         4.2797e-06]])"
glide_text2img_annot000000071706.png,0,glide,"tensor([[9.4207e-01, 2.3325e-03, 3.4787e-02, 8.2285e-04, 2.1791e-03, 1.6415e-02,
         1.3892e-03]])"
glide_text2img_annot000000132867.png,0,glide,"tensor([[9.9999e-01, 7.4007e-06, 9.9041e-07, 1.1612e-08, 1.8862e-07, 4.1296e-06,
         2.3649e-08]])"
glide_text2img_annot000000034357.png,0,glide,"tensor([[9.9514e-01, 4.7303e-04, 2.9043e-03, 2.8499e-05, 2.5127e-04, 1.1409e-03,
         6.2629e-05]])"
glide_text2img_annot000000088591.png,0,glide,"tensor([[9.9978e-01, 7.1932e-05, 8.0645e-05, 3.5465e-07, 4.2230e-06, 6.4010e-05,
         6.2391e-07]])"
glide_text2img_annot000000112722.png,0,glide,"tensor([[9.7756e-01, 4.8649e-03, 4.9567e-03, 8.9427e-05, 1.4252e-03, 1.1028e-02,
         7.9939e-05]])"
glide_text2img_annot000000111194.png,0,glide,"tensor([[9.9578e-01, 2.9669e-04, 2.5119e-03, 2.3035e-05, 1.6190e-04, 1.0831e-03,
         1.4438e-04]])"
glide_text2img_annot000000138649.png,0,glide,"tensor([[9.9834e-01, 5.0092e-04, 3.4835e-04, 1.4918e-05, 1.3144e-04, 5.9247e-04,
         7.0614e-05]])"
glide_text2img_annot000000099580.png,0,glide,"tensor([[9.9889e-01, 3.2972e-05, 1.0284e-03, 5.5070e-07, 1.7033e-05, 3.0110e-05,
         1.8580e-06]])"
glide_text2img_annot000000093308.png,0,glide,"tensor([[9.6983e-01, 1.8102e-03, 2.6108e-02, 4.6486e-05, 4.0391e-04, 1.7058e-03,
         9.9726e-05]])"
glide_text2img_annot000000095148.png,0,glide,"tensor([[9.9997e-01, 4.4242e-06, 7.5374e-06, 1.6387e-07, 2.1563e-06, 1.0885e-05,
         1.5822e-07]])"
glide_text2img_annot000000126642.png,0,glide,"tensor([[9.8937e-01, 8.0344e-03, 6.7713e-04, 9.7660e-06, 1.0920e-04, 1.7630e-03,
         3.2995e-05]])"
glide_text2img_annot000000058015.png,0,glide,"tensor([[9.9993e-01, 1.1021e-05, 3.2801e-06, 9.7726e-08, 2.2104e-06, 4.9594e-05,
         9.0021e-08]])"
glide_text2img_annot000000029852.png,0,glide,"tensor([[9.9913e-01, 4.3634e-05, 7.1377e-04, 1.7457e-06, 3.4435e-05, 7.6144e-05,
         4.1679e-06]])"
glide_text2img_annot000000080301.png,2,glide,"tensor([[4.6155e-01, 2.5425e-03, 4.8533e-01, 4.3641e-04, 4.9281e-03, 4.4232e-02,
         9.8213e-04]])"
glide_text2img_annot000000092691.png,0,glide,"tensor([[9.8248e-01, 1.9661e-03, 1.0053e-03, 4.9357e-04, 5.6048e-03, 7.8114e-03,
         6.4007e-04]])"
glide_text2img_annot000000077907.png,0,glide,"tensor([[9.9982e-01, 3.0631e-05, 1.1687e-04, 1.2822e-07, 2.0427e-06, 3.1818e-05,
         1.5963e-06]])"
glide_text2img_annot000000123876.png,0,glide,"tensor([[9.9992e-01, 1.3621e-05, 1.9701e-05, 4.1885e-07, 7.3443e-06, 3.8003e-05,
         1.0656e-06]])"
glide_text2img_annot000000126203.png,0,glide,"tensor([[9.9995e-01, 1.5278e-05, 1.4598e-05, 9.8871e-08, 4.9194e-06, 1.9338e-05,
         2.9487e-07]])"
glide_text2img_annot000000068145.png,0,glide,"tensor([[0.5247, 0.0322, 0.3236, 0.0034, 0.0114, 0.0989, 0.0058]])"
glide_text2img_annot000000096696.png,0,glide,"tensor([[9.4286e-01, 4.2197e-02, 2.3909e-03, 1.3621e-04, 1.4716e-04, 1.2030e-02,
         2.4324e-04]])"
glide_text2img_annot000000086944.png,0,glide,"tensor([[9.9236e-01, 8.9434e-04, 6.0402e-03, 9.7095e-06, 1.3858e-04, 5.2972e-04,
         2.2542e-05]])"
glide_text2img_annot000000104396.png,0,glide,"tensor([[9.9977e-01, 1.6351e-05, 1.8717e-04, 1.8404e-07, 7.3420e-06, 1.9755e-05,
         6.0626e-07]])"
glide_text2img_annot000000095631.png,0,glide,"tensor([[9.9925e-01, 2.0002e-04, 5.3974e-05, 1.7040e-06, 5.7369e-06, 4.8453e-04,
         1.7738e-06]])"
glide_text2img_annot000000075509.png,0,glide,"tensor([[9.9990e-01, 7.7356e-06, 4.7474e-05, 2.9310e-08, 1.6836e-06, 4.6687e-05,
         1.2124e-07]])"
glide_text2img_annot000000065613.png,0,glide,"tensor([[9.9998e-01, 1.4174e-05, 1.2874e-06, 2.0715e-09, 4.5161e-07, 1.8635e-06,
         1.0535e-08]])"
glide_text2img_annot000000109424.png,0,glide,"tensor([[9.9250e-01, 4.6722e-04, 6.0038e-03, 2.0488e-05, 9.8326e-05, 8.4787e-04,
         5.9362e-05]])"
glide_text2img_annot000000135188.png,0,glide,"tensor([[1.0000e+00, 1.5787e-07, 2.2087e-07, 2.4331e-09, 7.8801e-08, 1.2124e-06,
         1.6217e-08]])"
glide_text2img_annot000000133449.png,0,glide,"tensor([[9.9965e-01, 5.5301e-05, 8.5921e-05, 6.2015e-07, 7.3615e-06, 1.9605e-04,
         4.8170e-06]])"
glide_text2img_annot000000093588.png,5,glide,"tensor([[6.6520e-02, 7.2362e-03, 2.0560e-02, 1.2037e-03, 7.9402e-03, 8.9614e-01,
         3.9667e-04]])"
glide_text2img_annot000000035562.png,0,glide,"tensor([[9.9989e-01, 6.2647e-05, 1.0312e-05, 2.5341e-07, 1.7878e-05, 1.7043e-05,
         5.1891e-07]])"
glide_text2img_annot000000030811.png,0,glide,"tensor([[7.7967e-01, 3.5152e-04, 2.1787e-01, 3.1860e-05, 2.7717e-04, 1.6960e-03,
         9.8435e-05]])"
glide_text2img_annot000000104229.png,0,glide,"tensor([[9.9570e-01, 3.7163e-03, 2.3220e-04, 1.7797e-06, 2.2298e-05, 3.2572e-04,
         2.1911e-06]])"
glide_text2img_annot000000093855.png,0,glide,"tensor([[9.9972e-01, 8.5953e-05, 7.1025e-05, 7.3886e-07, 6.8652e-06, 1.1024e-04,
         2.5557e-06]])"
glide_text2img_annot000000109031.png,2,glide,"tensor([[9.0468e-02, 4.3989e-03, 8.8883e-01, 3.0471e-04, 7.4782e-04, 1.4859e-02,
         3.8697e-04]])"
glide_text2img_annot000000065100.png,0,glide,"tensor([[9.7274e-01, 2.7573e-03, 2.0661e-02, 2.8071e-05, 2.4711e-03, 1.2377e-03,
         1.0892e-04]])"
